product_id,sku,category,subcategory,brand,unit_cost
1484,SKU-01484,Grocery,Oil,UrbanTaste,4.68
1485,SKU-01485,Grocery,Pasta,GreenLine,33.13
1486,SKU-01486,Grocery,Rice,Sunrise,25.49
1487,SKU-01487,Beverage,Soda,AlphaFoods,16.44
1488,SKU-01488,Frozen,Pizza,NovaFresh,34.31
1489,SKU-01489,Frozen,Dessert,Sunrise,24.17
1490,SKU-01490,Beverage,Water,GreenLine,23.83
1491,SKU-01491,Frozen,Pizza,AlphaFoods,32.22
1492,SKU-01492,PersonalCare,Shampoo,Sunrise,3.41
1493,SKU-01493,Beverage,Juice,Sunrise,19.65
1494,SKU-01494,Beverage,Juice,UrbanTaste,37.87
1495,SKU-01495,Dairy,Milk,UrbanTaste,13.46
1496,SKU-01496,Frozen,Veg,AlphaFoods,10.65
1497,SKU-01497,PersonalCare,Shampoo,PureLife,16.03
1498,SKU-01498,PersonalCare,Soap,PureLife,18.25
1499,SKU-01499,Beverage,Water,AlphaFoods,12.78
1500,SKU-01500,Frozen,Dessert,Sunrise,39.86
1501,SKU-01501,Frozen,Dessert,Sunrise,35.56
1502,SKU-01502,Dairy,Yogurt,Sunrise,24.8
1503,SKU-01503,Beverage,Water,PureLife,11.55
1504,SKU-01504,Snacks,Chips,PureLife,18.47
1505,SKU-01505,Dairy,Milk,NovaFresh,39.0
1506,SKU-01506,Snacks,Chips,AlphaFoods,35.35
1507,SKU-01507,Snacks,Biscuits,AlphaFoods,3.62
1508,SKU-01508,Dairy,Yogurt,UrbanTaste,21.02
1509,SKU-01509,Frozen,Pizza,NovaFresh,2.92
1510,SKU-01510,Beverage,Water,PureLife,16.25
1511,SKU-01511,PersonalCare,Toothpaste,PureLife,1.18
1512,SKU-01512,PersonalCare,Shampoo,AlphaFoods,14.24
1513,SKU-01513,Snacks,Nuts,Sunrise,5.62
1514,SKU-01514,Frozen,Dessert,Sunrise,39.17
1515,SKU-01515,Snacks,Nuts,UrbanTaste,31.97
1516,SKU-01516,PersonalCare,Toothpaste,UrbanTaste,5.69
1517,SKU-01517,Beverage,Soda,Sunrise,21.6
1518,SKU-01518,Grocery,Rice,Sunrise,12.85
1519,SKU-01519,Grocery,Pasta,GreenLine,17.65
1520,SKU-01520,Grocery,Pasta,AlphaFoods,6.77
1521,SKU-01521,Frozen,Veg,GreenLine,29.22
1522,SKU-01522,Snacks,Chips,AlphaFoods,37.67
1523,SKU-01523,Beverage,Soda,NovaFresh,13.45
1524,SKU-01524,Grocery,Pasta,AlphaFoods,22.19
1525,SKU-01525,Dairy,Cheese,GreenLine,36.09
1526,SKU-01526,PersonalCare,Shampoo,Sunrise,13.96
1527,SKU-01527,Beverage,Juice,Sunrise,26.76
1528,SKU-01528,PersonalCare,Soap,GreenLine,13.58
1529,SKU-01529,Snacks,Nuts,AlphaFoods,27.6
1530,SKU-01530,Frozen,Dessert,UrbanTaste,39.95
1531,SKU-01531,PersonalCare,Toothpaste,PureLife,28.02
1532,SKU-01532,PersonalCare,Soap,PureLife,13.47
1533,SKU-01533,Beverage,Water,UrbanTaste,27.32
1534,SKU-01534,Snacks,Nuts,NovaFresh,20.12
1535,SKU-01535,Snacks,Nuts,Sunrise,34.58
1536,SKU-01536,Dairy,Milk,UrbanTaste,1.66
1537,SKU-01537,Snacks,Biscuits,Sunrise,9.33
1538,SKU-01538,Dairy,Yogurt,Sunrise,33.79
1539,SKU-01539,Grocery,Pasta,GreenLine,20.29
1540,SKU-01540,Snacks,Biscuits,NovaFresh,21.24
1541,SKU-01541,Frozen,Dessert,GreenLine,17.26
1542,SKU-01542,Dairy,Cheese,AlphaFoods,35.66
1543,SKU-01543,Grocery,Oil,GreenLine,32.83
1544,SKU-01544,Frozen,Dessert,GreenLine,32.8
1545,SKU-01545,Snacks,Chips,PureLife,28.57
1546,SKU-01546,PersonalCare,Soap,GreenLine,35.41
1547,SKU-01547,PersonalCare,Soap,NovaFresh,31.93
1548,SKU-01548,Dairy,Milk,PureLife,5.1
1549,SKU-01549,PersonalCare,Shampoo,NovaFresh,30.06
1550,SKU-01550,Grocery,Oil,UrbanTaste,20.47
1551,SKU-01551,Dairy,Cheese,Sunrise,0.76
1552,SKU-01552,Frozen,Pizza,AlphaFoods,30.11
1553,SKU-01553,Beverage,Juice,PureLife,12.74
1554,SKU-01554,Dairy,Milk,PureLife,13.91
1555,SKU-01555,PersonalCare,Toothpaste,NovaFresh,10.83
1556,SKU-01556,PersonalCare,Soap,UrbanTaste,23.18
1557,SKU-01557,Frozen,Pizza,PureLife,22.07
1558,SKU-01558,Dairy,Milk,UrbanTaste,35.07
1559,SKU-01559,Frozen,Dessert,UrbanTaste,36.95
1560,SKU-01560,PersonalCare,Toothpaste,NovaFresh,16.29
1561,SKU-01561,Beverage,Juice,NovaFresh,35.34
1562,SKU-01562,Dairy,Yogurt,NovaFresh,32.46
1563,SKU-01563,Beverage,Soda,NovaFresh,11.53
1564,SKU-01564,Frozen,Pizza,AlphaFoods,3.84
1565,SKU-01565,Beverage,Soda,NovaFresh,39.58
1566,SKU-01566,Grocery,Oil,AlphaFoods,33.36
1567,SKU-01567,PersonalCare,Shampoo,NovaFresh,37.61
1568,SKU-01568,Beverage,Juice,AlphaFoods,22.54
1569,SKU-01569,Dairy,Milk,UrbanTaste,2.25
1570,SKU-01570,Dairy,Yogurt,NovaFresh,17.67
1571,SKU-01571,Beverage,Soda,AlphaFoods,6.66
1572,SKU-01572,PersonalCare,Soap,Sunrise,38.85
1573,SKU-01573,Frozen,Dessert,PureLife,25.53
1574,SKU-01574,PersonalCare,Shampoo,NovaFresh,31.2
1575,SKU-01575,Dairy,Cheese,UrbanTaste,13.08
1576,SKU-01576,Beverage,Soda,NovaFresh,34.33
1577,SKU-01577,Snacks,Nuts,NovaFresh,29.18
1578,SKU-01578,Beverage,Juice,GreenLine,32.04
1579,SKU-01579,Dairy,Milk,AlphaFoods,29.62
1580,SKU-01580,Beverage,Soda,AlphaFoods,39.92
1581,SKU-01581,Dairy,Milk,Sunrise,37.18
1582,SKU-01582,Frozen,Dessert,AlphaFoods,15.14
1583,SKU-01583,Frozen,Dessert,UrbanTaste,12.71
1584,SKU-01584,Dairy,Yogurt,PureLife,8.89
1585,SKU-01585,PersonalCare,Shampoo,UrbanTaste,24.95
1586,SKU-01586,PersonalCare,Shampoo,NovaFresh,5.07
1587,SKU-01587,Snacks,Chips,Sunrise,11.11
1588,SKU-01588,Beverage,Water,AlphaFoods,22.83
1589,SKU-01589,Dairy,Cheese,PureLife,33.84
1590,SKU-01590,Snacks,Chips,PureLife,13.92
1591,SKU-01591,Grocery,Rice,NovaFresh,5.55
1592,SKU-01592,Dairy,Yogurt,AlphaFoods,37.83
1593,SKU-01593,PersonalCare,Toothpaste,NovaFresh,32.0
1594,SKU-01594,Snacks,Nuts,UrbanTaste,20.59
1595,SKU-01595,Snacks,Biscuits,Sunrise,11.8
1596,SKU-01596,Dairy,Yogurt,GreenLine,23.8
1597,SKU-01597,PersonalCare,Toothpaste,UrbanTaste,0.85
1598,SKU-01598,Frozen,Pizza,NovaFresh,34.38
1599,SKU-01599,Dairy,Cheese,AlphaFoods,33.08
1600,SKU-01600,PersonalCare,Soap,AlphaFoods,16.64
1601,SKU-01601,Frozen,Dessert,NovaFresh,9.22
1602,SKU-01602,Frozen,Dessert,UrbanTaste,3.81
1603,SKU-01603,PersonalCare,Soap,AlphaFoods,11.86
1604,SKU-01604,Frozen,Pizza,AlphaFoods,35.23
1605,SKU-01605,Grocery,Oil,PureLife,13.99
1606,SKU-01606,Frozen,Pizza,GreenLine,16.94
1607,SKU-01607,Snacks,Biscuits,Sunrise,22.65
1608,SKU-01608,PersonalCare,Toothpaste,Sunrise,9.18
1609,SKU-01609,Frozen,Pizza,NovaFresh,25.85
1610,SKU-01610,Beverage,Soda,NovaFresh,9.4
1611,SKU-01611,Beverage,Water,UrbanTaste,2.69
1612,SKU-01612,Frozen,Veg,GreenLine,26.62
1613,SKU-01613,Dairy,Cheese,UrbanTaste,26.96
1614,SKU-01614,Grocery,Rice,GreenLine,35.3
1615,SKU-01615,Snacks,Chips,Sunrise,13.96
1616,SKU-01616,PersonalCare,Soap,NovaFresh,13.42
1617,SKU-01617,Dairy,Milk,GreenLine,30.0
1618,SKU-01618,Beverage,Water,AlphaFoods,32.16
1619,SKU-01619,Beverage,Water,Sunrise,32.85
1620,SKU-01620,Snacks,Nuts,GreenLine,28.74
1621,SKU-01621,Snacks,Biscuits,NovaFresh,3.09
1622,SKU-01622,Dairy,Cheese,Sunrise,37.2
1623,SKU-01623,Dairy,Cheese,Sunrise,6.93
1624,SKU-01624,Frozen,Pizza,UrbanTaste,30.3
1625,SKU-01625,Beverage,Soda,PureLife,34.04
1626,SKU-01626,Grocery,Rice,PureLife,17.1
1627,SKU-01627,PersonalCare,Shampoo,GreenLine,23.43
1628,SKU-01628,Snacks,Biscuits,NovaFresh,21.62
1629,SKU-01629,Dairy,Cheese,PureLife,35.18
1630,SKU-01630,Snacks,Biscuits,NovaFresh,31.64
1631,SKU-01631,Dairy,Milk,AlphaFoods,8.09
1632,SKU-01632,PersonalCare,Toothpaste,PureLife,34.75
1633,SKU-01633,Beverage,Water,AlphaFoods,24.73
1634,SKU-01634,Dairy,Milk,GreenLine,28.5
1635,SKU-01635,PersonalCare,Soap,GreenLine,13.97
1636,SKU-01636,Dairy,Cheese,GreenLine,29.47
1637,SKU-01637,Snacks,Nuts,NovaFresh,1.46
1638,SKU-01638,Dairy,Milk,Sunrise,39.52
1639,SKU-01639,Frozen,Pizza,PureLife,20.25
1640,SKU-01640,PersonalCare,Shampoo,UrbanTaste,17.07
1641,SKU-01641,Dairy,Milk,NovaFresh,38.31
1642,SKU-01642,Beverage,Soda,AlphaFoods,30.77
1643,SKU-01643,Beverage,Juice,PureLife,29.96
1644,SKU-01644,Grocery,Oil,NovaFresh,34.5
1645,SKU-01645,Dairy,Cheese,GreenLine,30.84
1646,SKU-01646,Dairy,Cheese,GreenLine,16.17
1647,SKU-01647,Frozen,Pizza,AlphaFoods,26.16
1648,SKU-01648,Beverage,Water,NovaFresh,12.8
1649,SKU-01649,PersonalCare,Toothpaste,Sunrise,4.64
1650,SKU-01650,Dairy,Yogurt,AlphaFoods,36.54
1651,SKU-01651,Beverage,Water,AlphaFoods,18.83
1652,SKU-01652,Grocery,Oil,UrbanTaste,24.09
1653,SKU-01653,Snacks,Nuts,UrbanTaste,29.8
1654,SKU-01654,Grocery,Rice,Sunrise,16.58
1655,SKU-01655,Dairy,Milk,NovaFresh,29.28
1656,SKU-01656,Dairy,Cheese,PureLife,8.1
1657,SKU-01657,Beverage,Water,Sunrise,32.87
1658,SKU-01658,Snacks,Chips,UrbanTaste,21.75
1659,SKU-01659,Dairy,Cheese,PureLife,13.87
1660,SKU-01660,Snacks,Chips,UrbanTaste,5.26
1661,SKU-01661,Dairy,Yogurt,AlphaFoods,27.81
1662,SKU-01662,Grocery,Rice,GreenLine,18.05
1663,SKU-01663,Grocery,Pasta,GreenLine,11.49
1664,SKU-01664,Grocery,Oil,Sunrise,19.66
1665,SKU-01665,Grocery,Pasta,NovaFresh,25.48
1666,SKU-01666,Snacks,Biscuits,UrbanTaste,27.41
1667,SKU-01667,PersonalCare,Soap,AlphaFoods,34.29
1668,SKU-01668,Snacks,Biscuits,AlphaFoods,10.7
1669,SKU-01669,Beverage,Water,GreenLine,6.84
1670,SKU-01670,Snacks,Chips,GreenLine,4.68
1671,SKU-01671,Dairy,Yogurt,AlphaFoods,3.07
1672,SKU-01672,PersonalCare,Shampoo,Sunrise,0.85
1673,SKU-01673,PersonalCare,Shampoo,Sunrise,35.41
1674,SKU-01674,Beverage,Juice,Sunrise,25.13
1675,SKU-01675,Frozen,Pizza,GreenLine,37.23
1676,SKU-01676,Frozen,Veg,GreenLine,9.77
1677,SKU-01677,Frozen,Pizza,NovaFresh,32.79
1678,SKU-01678,Beverage,Water,Sunrise,30.36
1679,SKU-01679,Grocery,Oil,PureLife,18.7
1680,SKU-01680,Grocery,Rice,UrbanTaste,36.88
1681,SKU-01681,Snacks,Biscuits,GreenLine,13.92
1682,SKU-01682,Frozen,Pizza,UrbanTaste,18.93
1683,SKU-01683,PersonalCare,Soap,UrbanTaste,5.19
1684,SKU-01684,Grocery,Rice,UrbanTaste,26.89
1685,SKU-01685,Snacks,Nuts,UrbanTaste,10.1
1686,SKU-01686,Snacks,Biscuits,PureLife,11.6
1687,SKU-01687,PersonalCare,Soap,GreenLine,34.81
1688,SKU-01688,Dairy,Milk,Sunrise,23.01
1689,SKU-01689,Snacks,Nuts,PureLife,5.31
1690,SKU-01690,Snacks,Nuts,GreenLine,2.3
1691,SKU-01691,Dairy,Milk,PureLife,14.07
1692,SKU-01692,Grocery,Pasta,PureLife,29.85
1693,SKU-01693,Beverage,Juice,PureLife,12.61
1694,SKU-01694,Frozen,Pizza,NovaFresh,17.02
1695,SKU-01695,Frozen,Pizza,GreenLine,34.99
1696,SKU-01696,Snacks,Chips,Sunrise,15.56
1697,SKU-01697,Snacks,Biscuits,PureLife,7.75
1698,SKU-01698,Dairy,Milk,AlphaFoods,31.18
1699,SKU-01699,Beverage,Soda,AlphaFoods,29.24
1700,SKU-01700,Frozen,Dessert,GreenLine,27.63
1701,SKU-01701,Snacks,Biscuits,PureLife,1.24
1702,SKU-01702,PersonalCare,Toothpaste,Sunrise,24.36
1703,SKU-01703,PersonalCare,Shampoo,NovaFresh,7.42
1704,SKU-01704,Grocery,Pasta,PureLife,7.89
1705,SKU-01705,PersonalCare,Soap,UrbanTaste,26.01
1706,SKU-01706,Grocery,Rice,Sunrise,34.72
1707,SKU-01707,Beverage,Juice,NovaFresh,37.47
1708,SKU-01708,Dairy,Yogurt,UrbanTaste,5.58
1709,SKU-01709,Grocery,Pasta,GreenLine,6.14
1710,SKU-01710,Snacks,Chips,AlphaFoods,17.95
1711,SKU-01711,Beverage,Water,UrbanTaste,5.76
1712,SKU-01712,Dairy,Milk,PureLife,20.32
1713,SKU-01713,Grocery,Rice,PureLife,39.11
1714,SKU-01714,Beverage,Water,AlphaFoods,31.27
1715,SKU-01715,Frozen,Pizza,AlphaFoods,20.57
1716,SKU-01716,Frozen,Pizza,NovaFresh,19.97
1717,SKU-01717,Grocery,Oil,GreenLine,32.83
1718,SKU-01718,Frozen,Veg,GreenLine,29.67
1719,SKU-01719,Snacks,Chips,UrbanTaste,26.77
1720,SKU-01720,Dairy,Cheese,PureLife,26.11
1721,SKU-01721,Grocery,Oil,PureLife,15.5
1722,SKU-01722,Dairy,Yogurt,NovaFresh,39.66
1723,SKU-01723,Dairy,Milk,Sunrise,21.08
1724,SKU-01724,Dairy,Cheese,UrbanTaste,10.77
1725,SKU-01725,Snacks,Biscuits,AlphaFoods,6.11
1726,SKU-01726,Frozen,Veg,Sunrise,28.74
1727,SKU-01727,Dairy,Cheese,GreenLine,12.77
1728,SKU-01728,Beverage,Water,NovaFresh,23.81
1729,SKU-01729,PersonalCare,Shampoo,AlphaFoods,18.99
1730,SKU-01730,PersonalCare,Shampoo,GreenLine,16.51
1731,SKU-01731,Dairy,Yogurt,Sunrise,7.04
1732,SKU-01732,Snacks,Chips,NovaFresh,24.75
1733,SKU-01733,Snacks,Chips,GreenLine,12.42
1734,SKU-01734,Snacks,Chips,GreenLine,14.84
1735,SKU-01735,PersonalCare,Soap,GreenLine,30.97
1736,SKU-01736,Grocery,Oil,UrbanTaste,16.63
1737,SKU-01737,Frozen,Dessert,Sunrise,14.04
1738,SKU-01738,Snacks,Nuts,UrbanTaste,28.19
1739,SKU-01739,Beverage,Soda,NovaFresh,1.01
1740,SKU-01740,Grocery,Oil,NovaFresh,34.24
1741,SKU-01741,Frozen,Pizza,UrbanTaste,5.35
1742,SKU-01742,Grocery,Oil,Sunrise,25.06
1743,SKU-01743,Snacks,Chips,NovaFresh,3.34
1744,SKU-01744,Dairy,Cheese,Sunrise,30.05
1745,SKU-01745,Dairy,Yogurt,UrbanTaste,24.25
1746,SKU-01746,Dairy,Yogurt,PureLife,36.66
1747,SKU-01747,Dairy,Yogurt,Sunrise,35.92
1748,SKU-01748,Dairy,Yogurt,AlphaFoods,23.54
1749,SKU-01749,Grocery,Rice,PureLife,1.29
1750,SKU-01750,Dairy,Milk,PureLife,33.9
1751,SKU-01751,Dairy,Yogurt,AlphaFoods,24.81
1752,SKU-01752,Beverage,Juice,PureLife,10.47
1753,SKU-01753,Grocery,Pasta,AlphaFoods,7.51
1754,SKU-01754,Snacks,Biscuits,PureLife,27.44
1755,SKU-01755,Dairy,Cheese,NovaFresh,4.11
1756,SKU-01756,Snacks,Nuts,AlphaFoods,34.43
1757,SKU-01757,Grocery,Rice,UrbanTaste,6.47
1758,SKU-01758,PersonalCare,Soap,NovaFresh,1.58
1759,SKU-01759,Frozen,Veg,UrbanTaste,36.38
1760,SKU-01760,PersonalCare,Soap,UrbanTaste,25.26
1761,SKU-01761,Dairy,Cheese,GreenLine,2.37
1762,SKU-01762,Frozen,Pizza,Sunrise,26.01
1763,SKU-01763,PersonalCare,Soap,PureLife,21.95
1764,SKU-01764,Frozen,Dessert,PureLife,39.58
1765,SKU-01765,Beverage,Juice,PureLife,7.35
1766,SKU-01766,PersonalCare,Soap,PureLife,22.98
1767,SKU-01767,Grocery,Rice,UrbanTaste,22.29
1768,SKU-01768,Frozen,Veg,PureLife,17.37
1769,SKU-01769,Snacks,Biscuits,Sunrise,39.53
1770,SKU-01770,Snacks,Biscuits,PureLife,19.28
1771,SKU-01771,Frozen,Pizza,NovaFresh,7.61
1772,SKU-01772,Snacks,Nuts,PureLife,2.02
1773,SKU-01773,Frozen,Veg,PureLife,17.59
1774,SKU-01774,Frozen,Dessert,PureLife,7.4
1775,SKU-01775,Dairy,Yogurt,PureLife,19.04
1776,SKU-01776,PersonalCare,Shampoo,Sunrise,17.55
1777,SKU-01777,Frozen,Dessert,GreenLine,14.02
1778,SKU-01778,Beverage,Juice,NovaFresh,15.7
1779,SKU-01779,PersonalCare,Shampoo,PureLife,0.8
1780,SKU-01780,Frozen,Veg,GreenLine,25.87
1781,SKU-01781,Dairy,Cheese,GreenLine,26.83
1782,SKU-01782,Beverage,Soda,Sunrise,8.1
1783,SKU-01783,Beverage,Juice,GreenLine,38.98
1784,SKU-01784,Grocery,Rice,GreenLine,22.77
1785,SKU-01785,PersonalCare,Shampoo,GreenLine,39.51
1786,SKU-01786,PersonalCare,Toothpaste,NovaFresh,21.09
1787,SKU-01787,Beverage,Water,AlphaFoods,19.31
1788,SKU-01788,Dairy,Cheese,GreenLine,39.79
1789,SKU-01789,PersonalCare,Soap,AlphaFoods,8.12
1790,SKU-01790,Dairy,Milk,Sunrise,20.27
1791,SKU-01791,Snacks,Chips,Sunrise,38.91
1792,SKU-01792,Dairy,Milk,Sunrise,32.89
1793,SKU-01793,Frozen,Veg,AlphaFoods,13.46
1794,SKU-01794,PersonalCare,Shampoo,NovaFresh,18.03
1795,SKU-01795,Beverage,Soda,PureLife,1.6
1796,SKU-01796,Grocery,Rice,PureLife,35.47
1797,SKU-01797,Beverage,Water,Sunrise,22.22
1798,SKU-01798,Dairy,Milk,UrbanTaste,35.26
1799,SKU-01799,Beverage,Water,NovaFresh,21.81
1800,SKU-01800,Frozen,Veg,GreenLine,11.77
1801,SKU-01801,Dairy,Milk,PureLife,30.13
1802,SKU-01802,Grocery,Pasta,Sunrise,28.9
1803,SKU-01803,Grocery,Pasta,UrbanTaste,8.51
1804,SKU-01804,Dairy,Milk,UrbanTaste,18.1
1805,SKU-01805,Grocery,Oil,AlphaFoods,35.84
1806,SKU-01806,Dairy,Milk,GreenLine,30.93
1807,SKU-01807,Snacks,Biscuits,PureLife,39.99
1808,SKU-01808,Frozen,Pizza,NovaFresh,18.41
1809,SKU-01809,Beverage,Soda,PureLife,15.08
1810,SKU-01810,PersonalCare,Shampoo,NovaFresh,37.67
1811,SKU-01811,Snacks,Chips,GreenLine,11.04
1812,SKU-01812,Dairy,Milk,Sunrise,9.67
1813,SKU-01813,Beverage,Juice,GreenLine,5.56
1814,SKU-01814,PersonalCare,Shampoo,AlphaFoods,5.33
1815,SKU-01815,Snacks,Chips,NovaFresh,16.91
1816,SKU-01816,Grocery,Oil,GreenLine,25.0
1817,SKU-01817,Beverage,Soda,NovaFresh,7.38
1818,SKU-01818,Snacks,Chips,Sunrise,19.18
1819,SKU-01819,Frozen,Pizza,PureLife,26.66
1820,SKU-01820,Beverage,Soda,Sunrise,30.64
1821,SKU-01821,PersonalCare,Soap,PureLife,33.81
1822,SKU-01822,Snacks,Biscuits,AlphaFoods,23.18
1823,SKU-01823,PersonalCare,Shampoo,Sunrise,13.46
1824,SKU-01824,Beverage,Water,UrbanTaste,32.93
1825,SKU-01825,PersonalCare,Soap,Sunrise,30.72
1826,SKU-01826,Frozen,Veg,Sunrise,8.58
1827,SKU-01827,Snacks,Nuts,GreenLine,19.16
1828,SKU-01828,PersonalCare,Toothpaste,AlphaFoods,39.48
1829,SKU-01829,PersonalCare,Shampoo,Sunrise,32.73
1830,SKU-01830,Grocery,Rice,NovaFresh,31.33
1831,SKU-01831,Frozen,Veg,NovaFresh,11.84
1832,SKU-01832,Grocery,Pasta,AlphaFoods,31.13
1833,SKU-01833,Frozen,Dessert,Sunrise,19.72
1834,SKU-01834,PersonalCare,Toothpaste,NovaFresh,29.67
1835,SKU-01835,PersonalCare,Soap,AlphaFoods,6.67
1836,SKU-01836,Snacks,Biscuits,GreenLine,3.57
1837,SKU-01837,Snacks,Nuts,PureLife,24.5
1838,SKU-01838,Dairy,Yogurt,Sunrise,20.38
1839,SKU-01839,Beverage,Soda,GreenLine,21.07
1840,SKU-01840,Beverage,Soda,UrbanTaste,34.07
1841,SKU-01841,Grocery,Pasta,NovaFresh,3.38
1842,SKU-01842,Grocery,Oil,NovaFresh,10.54
1843,SKU-01843,PersonalCare,Toothpaste,GreenLine,16.85
1844,SKU-01844,Snacks,Biscuits,NovaFresh,31.58
1845,SKU-01845,Snacks,Chips,UrbanTaste,7.87
1846,SKU-01846,Dairy,Cheese,UrbanTaste,10.63
1847,SKU-01847,PersonalCare,Soap,AlphaFoods,38.97
1848,SKU-01848,PersonalCare,Toothpaste,UrbanTaste,10.9
1849,SKU-01849,Beverage,Juice,NovaFresh,24.79
1850,SKU-01850,Dairy,Yogurt,GreenLine,30.67
1851,SKU-01851,PersonalCare,Shampoo,GreenLine,30.49
1852,SKU-01852,Snacks,Chips,AlphaFoods,22.12
1853,SKU-01853,Beverage,Soda,UrbanTaste,12.72
1854,SKU-01854,Grocery,Pasta,GreenLine,27.45
1855,SKU-01855,Grocery,Pasta,AlphaFoods,20.72
1856,SKU-01856,Snacks,Nuts,Sunrise,1.53
1857,SKU-01857,Snacks,Chips,PureLife,25.88
1858,SKU-01858,Frozen,Veg,AlphaFoods,36.27
1859,SKU-01859,Snacks,Nuts,GreenLine,12.9
1860,SKU-01860,Snacks,Chips,UrbanTaste,14.79
1861,SKU-01861,Snacks,Nuts,Sunrise,4.72
1862,SKU-01862,Frozen,Pizza,AlphaFoods,32.69
1863,SKU-01863,Grocery,Pasta,GreenLine,9.72
1864,SKU-01864,Beverage,Water,PureLife,16.74
1865,SKU-01865,Frozen,Dessert,AlphaFoods,36.95
1866,SKU-01866,Dairy,Cheese,Sunrise,0.53
1867,SKU-01867,Dairy,Yogurt,UrbanTaste,22.09
1868,SKU-01868,Beverage,Juice,UrbanTaste,3.66
1869,SKU-01869,Beverage,Water,UrbanTaste,12.1
1870,SKU-01870,Frozen,Pizza,Sunrise,21.41
1871,SKU-01871,Dairy,Yogurt,PureLife,6.96
1872,SKU-01872,Dairy,Cheese,UrbanTaste,20.16
1873,SKU-01873,Frozen,Dessert,PureLife,38.87
1874,SKU-01874,Snacks,Chips,UrbanTaste,7.33
1875,SKU-01875,Beverage,Juice,Sunrise,21.05
1876,SKU-01876,Dairy,Milk,GreenLine,15.65
1877,SKU-01877,Frozen,Pizza,NovaFresh,7.37
1878,SKU-01878,PersonalCare,Shampoo,NovaFresh,21.49
1879,SKU-01879,Dairy,Yogurt,UrbanTaste,30.91
1880,SKU-01880,Snacks,Biscuits,AlphaFoods,4.59
1881,SKU-01881,Grocery,Rice,NovaFresh,13.39
1882,SKU-01882,Grocery,Pasta,UrbanTaste,23.87
1883,SKU-01883,Snacks,Nuts,UrbanTaste,11.29
1884,SKU-01884,Frozen,Pizza,NovaFresh,36.42
1885,SKU-01885,Dairy,Milk,PureLife,34.78
1886,SKU-01886,Beverage,Water,NovaFresh,17.97
1887,SKU-01887,Snacks,Chips,GreenLine,1.77
1888,SKU-01888,Frozen,Pizza,UrbanTaste,19.43
1889,SKU-01889,PersonalCare,Toothpaste,Sunrise,19.74
1890,SKU-01890,Grocery,Oil,AlphaFoods,12.53
1891,SKU-01891,Grocery,Oil,AlphaFoods,19.69
1892,SKU-01892,Snacks,Nuts,PureLife,25.17
1893,SKU-01893,PersonalCare,Soap,AlphaFoods,39.14
1894,SKU-01894,Beverage,Soda,NovaFresh,9.88
1895,SKU-01895,Frozen,Dessert,PureLife,11.28
1896,SKU-01896,Frozen,Pizza,NovaFresh,19.09
1897,SKU-01897,Beverage,Soda,PureLife,12.82
1898,SKU-01898,Snacks,Nuts,UrbanTaste,18.61
1899,SKU-01899,Snacks,Nuts,UrbanTaste,32.67
1900,SKU-01900,PersonalCare,Soap,GreenLine,9.93
1901,SKU-01901,Frozen,Pizza,NovaFresh,2.04
1902,SKU-01902,Snacks,Nuts,UrbanTaste,36.9
1903,SKU-01903,PersonalCare,Shampoo,UrbanTaste,0.55
1904,SKU-01904,Grocery,Pasta,AlphaFoods,22.56
1905,SKU-01905,Grocery,Oil,NovaFresh,18.11
1906,SKU-01906,Frozen,Veg,AlphaFoods,17.63
1907,SKU-01907,Snacks,Chips,UrbanTaste,22.54
1908,SKU-01908,Beverage,Juice,Sunrise,12.06
1909,SKU-01909,Dairy,Milk,PureLife,23.33
1910,SKU-01910,Dairy,Yogurt,PureLife,38.79
1911,SKU-01911,Snacks,Nuts,Sunrise,6.11
1912,SKU-01912,Frozen,Dessert,PureLife,23.43
1913,SKU-01913,PersonalCare,Soap,GreenLine,4.24
1914,SKU-01914,Grocery,Rice,AlphaFoods,33.76
1915,SKU-01915,Grocery,Rice,UrbanTaste,35.09
1916,SKU-01916,Snacks,Biscuits,Sunrise,39.73
1917,SKU-01917,PersonalCare,Toothpaste,AlphaFoods,15.4
1918,SKU-01918,Dairy,Milk,NovaFresh,5.03
1919,SKU-01919,Grocery,Oil,UrbanTaste,4.93
1920,SKU-01920,Grocery,Oil,Sunrise,3.57
1921,SKU-01921,Frozen,Pizza,GreenLine,20.2
1922,SKU-01922,Dairy,Milk,GreenLine,9.79
1923,SKU-01923,Beverage,Water,PureLife,28.3
1924,SKU-01924,Frozen,Dessert,GreenLine,15.05
1925,SKU-01925,Grocery,Oil,AlphaFoods,30.1
1926,SKU-01926,PersonalCare,Toothpaste,UrbanTaste,9.83
1927,SKU-01927,PersonalCare,Soap,Sunrise,19.15
1928,SKU-01928,PersonalCare,Soap,AlphaFoods,36.11
1929,SKU-01929,Snacks,Nuts,Sunrise,7.4
1930,SKU-01930,Dairy,Cheese,NovaFresh,38.19
1931,SKU-01931,Snacks,Chips,AlphaFoods,17.85
1932,SKU-01932,Grocery,Pasta,UrbanTaste,21.74
1933,SKU-01933,Frozen,Pizza,Sunrise,5.0
1934,SKU-01934,Grocery,Pasta,UrbanTaste,10.73
1935,SKU-01935,PersonalCare,Toothpaste,GreenLine,27.29
1936,SKU-01936,Beverage,Juice,GreenLine,38.15
1937,SKU-01937,Frozen,Pizza,PureLife,21.24
1938,SKU-01938,Dairy,Milk,AlphaFoods,25.91
